urls	urls_status	file
https://github.com/cmdcolin/multiscalebigwig)	failed	/github/workspace/06-chapter_of_course.Rmd
https://www.messiah.edu/download/downloads/id/921/Microaggressions_in_the_Classroom.pdf	failed	/github/workspace/07-chapter_of_course.Rmd
https://www.messiah.edu/download/downloads/id/921/Microaggressions_in_the_Classroom.pdf	failed	/github/workspace/07-chapter_of_course.Rmd
https://github.com/jhudsl/OTTR_Template/actions/workflows/render-bookdown.yml/badge.svg	failed	/github/workspace/README.md
